"cnty"	"dist"	"schl"	"cntyname"	"distname"	"schlname"	"DFG"	"ttltstd"	"ttlpapnum"	"percpass"	"percpassdfg"	"diff"
"21"	"5210"	"270"	"MERCER    "	"TRENTON"	"PARKER                   "	"A "	396.00	233.12	58.86	51.53	7.33
"21"	"5210"	"280"	"MERCER    "	"TRENTON"	"ROBBINS                  "	"A "	366.00	196.01	53.55	51.53	2.02
"21"	"5210"	"290"	"MERCER    "	"TRENTON"	"STOKES                   "	"A "	76.00	35.03	46.10	51.53	-5.43
"21"	"5210"	"300"	"MERCER    "	"TRENTON"	"WASHINGTON               "	"A "	201.00	96.07	47.80	51.53	-3.73
"21"	"5210"	"310"	"MERCER    "	"TRENTON"	"WILSON                   "	"A "	282.00	117.01	41.49	51.53	-10.04
"21"	"5210"	"401"	"MERCER    "	"TRENTON"	"MARTIN LUTHER KING JR E.S."	"A "	884.00	242.15	27.39	51.53	-24.14
"21"	"5510"	"   "	"MERCER    "	"TOWNSHIP OF ROBBINSVILLE"	""	"I "	3240.00	2831.25	87.38	87.55	-0.16
"21"	"5510"	"030"	"MERCER    "	"TOWNSHIP OF ROBBINSVILLE"	"ROBBINSVILLE HS"	"I "	430.00	413.87	96.25	87.55	8.69
"21"	"5510"	"040"	"MERCER    "	"TOWNSHIP OF ROBBINSVILLE"	"POND ROAD MIDDLE SCHOOL  "	"I "	2453.00	2099.33	85.58	87.55	-1.97
"21"	"5510"	"050"	"MERCER    "	"TOWNSHIP OF ROBBINSVILLE"	"SHARON ELEMENTARY SCHOOL "	"I "	357.00	318.05	89.08	87.55	1.53
"21"	"5715"	"   "	"MERCER    "	"WEST WINDSOR-PLAINSBORO R"	""	"J "	11206.00	10280.26	91.73	92.25	-0.51
"21"	"5715"	"020"	"MERCER    "	"WEST WINDSOR-PLAINSBORO R"	"WWPHS-SOUTH"	"J "	836.00	800.05	95.70	92.25	3.44
"21"	"5715"	"025"	"MERCER    "	"WEST WINDSOR-PLAINSBORO R"	"WWPHS-NORTH"	"J "	803.00	784.07	97.64	92.25	5.38
"21"	"5715"	"030"	"MERCER    "	"WEST WINDSOR-PLAINSBORO R"	"DUTCH NECK E.S. "	"J "	470.00	424.89	90.40	92.25	-1.85
"21"	"5715"	"035"	"MERCER    "	"WEST WINDSOR-PLAINSBORO R"	"THOMAS R GROVER MS       "	"J "	2209.00	2010.85	91.03	92.25	-1.22
"21"	"5715"	"040"	"MERCER    "	"WEST WINDSOR-PLAINSBORO R"	"MAURICE HAWK E.S. "	"J "	407.00	393.18	96.60	92.25	4.35
"21"	"5715"	"050"	"MERCER    "	"WEST WINDSOR-PLAINSBORO R"	"JOHN V.B. WICOFF E.S. "	"J "	231.00	215.90	93.46	92.25	1.21
"21"	"5715"	"130"	"MERCER    "	"WEST WINDSOR-PLAINSBORO R"	"TOWN CENTER "	"J "	375.00	331.98	88.52	92.25	-3.72
"21"	"5715"	"140"	"MERCER    "	"WEST WINDSOR-PLAINSBORO R"	"COMMUNITY MIDDLE SCHOOL  "	"J "	2310.00	2059.43	89.15	92.25	-3.10
"21"	"5715"	"150"	"MERCER    "	"WEST WINDSOR-PLAINSBORO R"	"MILLSTONE RIVER SCHOOL   "	"J "	2025.00	1832.96	90.51	92.25	-1.73
"21"	"5715"	"160"	"MERCER    "	"WEST WINDSOR-PLAINSBORO R"	"VILLAGE SCHOOL           "	"J "	1538.00	1424.69	92.63	92.25	0.37
"23"	"0750"	"   "	"MIDDLESEX "	"CARTERET"	""	"B "	4299.00	2812.83	65.43	63.76	1.66
"23"	"0750"	"030"	"MIDDLESEX "	"CARTERET"	"CARTERET H.S."	"B "	486.00	400.95	82.50	63.76	18.73
"23"	"0750"	"050"	"MIDDLESEX "	"CARTERET"	"COLUMBUS                 "	"B "	666.00	420.97	63.20	63.76	-0.56
"23"	"0750"	"055"	"MIDDLESEX "	"CARTERET"	"CARTERET MIDDLE SCHOOL   "	"B "	1881.00	1124.98	59.80	63.76	-3.96
"23"	"0750"	"057"	"MIDDLESEX "	"CARTERET"	"MINUE                    "	"B "	700.00	484.98	69.28	63.76	5.51
"23"	"0750"	"060"	"MIDDLESEX "	"CARTERET"	"NATHAN HALE SCHOOL       "	"B "	566.00	380.98	67.31	63.76	3.54
"23"	"0970"	"   "	"MIDDLESEX "	"CRANBURY TWP"	""	"J "	929.00	852.09	91.72	92.25	-0.53
"23"	"0970"	"030"	"MIDDLESEX "	"CRANBURY TWP"	"CRANBURY                 "	"J "	929.00	852.09	91.72	92.25	-0.53
"23"	"1140"	"   "	"MIDDLESEX "	"DUNELLEN"	""	"FG"	1320.00	955.09	72.35	78.80	-6.44
"23"	"1140"	"040"	"MIDDLESEX "	"DUNELLEN"	"DUNELLEN H.S."	"FG"	158.00	147.96	93.65	78.80	14.84
"23"	"1140"	"050"	"MIDDLESEX "	"DUNELLEN"	"JOHN P FABER             "	"FG"	649.00	484.15	74.60	78.80	-4.20
"23"	"1140"	"060"	"MIDDLESEX "	"DUNELLEN"	"LINCOLN MIDDLE SCHOOL    "	"FG"	513.00	322.96	62.95	78.80	-15.84
"23"	"1170"	"   "	"MIDDLESEX "	"EAST BRUNSWICK TOWNSHIP"	""	"I "	9797.00	8462.63	86.37	87.55	-1.17
"23"	"1170"	"050"	"MIDDLESEX "	"EAST BRUNSWICK TOWNSHIP"	"EAST BRUNSWICK HIGH"	"I "	1412.00	1302.57	92.25	87.55	4.69
"23"	"1170"	"055"	"MIDDLESEX "	"EAST BRUNSWICK TOWNSHIP"	"CHURCHILL JR"	"I "	1484.00	1271.51	85.68	87.55	-1.87
"23"	"1170"	"056"	"MIDDLESEX "	"EAST BRUNSWICK TOWNSHIP"	"HAMMARSKJOLD MIDDLE      "	"I "	2588.00	2159.49	83.44	87.55	-4.10
"23"	"1170"	"060"	"MIDDLESEX "	"EAST BRUNSWICK TOWNSHIP"	"BOWNE-MUNRO              "	"I "	329.00	274.98	83.58	87.55	-3.96
"23"	"1170"	"070"	"MIDDLESEX "	"EAST BRUNSWICK TOWNSHIP"	"CENTRAL                  "	"I "	490.00	437.12	89.21	87.55	1.65
"23"	"1170"	"090"	"MIDDLESEX "	"EAST BRUNSWICK TOWNSHIP"	"IRWIN SCHOOL             "	"I "	531.00	452.88	85.28	87.55	-2.26
"23"	"1170"	"100"	"MIDDLESEX "	"EAST BRUNSWICK TOWNSHIP"	"LAWRENCE BROOK           "	"I "	687.00	564.96	82.23	87.55	-5.31
"23"	"1170"	"120"	"MIDDLESEX "	"EAST BRUNSWICK TOWNSHIP"	"MEMORIAL                 "	"I "	446.00	397.97	89.23	87.55	1.67
"23"	"1170"	"125"	"MIDDLESEX "	"EAST BRUNSWICK TOWNSHIP"	"CHITTICK                 "	"I "	635.00	522.81	82.33	87.55	-5.22
"23"	"1170"	"130"	"MIDDLESEX "	"EAST BRUNSWICK TOWNSHIP"	"FROST                    "	"I "	617.00	549.11	88.99	87.55	1.44
"23"	"1170"	"138"	"MIDDLESEX "	"EAST BRUNSWICK TOWNSHIP"	"WARNSDORFER              "	"I "	572.00	526.85	92.10	87.55	4.55
"23"	"1290"	"   "	"MIDDLESEX "	"EDISON TOWNSHIP"	""	"GH"	16683.00	14096.03	84.49	82.71	1.78
"23"	"1290"	"050"	"MIDDLESEX "	"EDISON TOWNSHIP"	"EDISON H.S."	"GH"	1034.00	908.99	87.91	82.71	5.19
"23"	"1290"	"053"	"MIDDLESEX "	"EDISON TOWNSHIP"	"J.P. STEVENS H.S."	"GH"	1164.00	1105.86	95.00	82.71	12.29
"23"	"1290"	"055"	"MIDDLESEX "	"EDISON TOWNSHIP"	"JOHN ADAMS MIDDLE        "	"GH"	1628.00	1411.95	86.72	82.71	4.01
"23"	"1290"	"057"	"MIDDLESEX "	"EDISON TOWNSHIP"	"HERBERT HOOVER MIDDLE    "	"GH"	1667.00	1258.09	75.47	82.71	-7.24
"23"	"1290"	"060"	"MIDDLESEX "	"EDISON TOWNSHIP"	"THOMAS JEFFERSON MIDDLE  "	"GH"	1464.00	1028.87	70.27	82.71	-12.43
"23"	"1290"	"063"	"MIDDLESEX "	"EDISON TOWNSHIP"	"WOODROW WILSON MIDDLE    "	"GH"	1722.00	1541.46	89.51	82.71	6.80
"23"	"1290"	"065"	"MIDDLESEX "	"EDISON TOWNSHIP"	"BENJAMIN FRANKLIN        "	"GH"	680.00	524.17	77.08	82.71	-5.62
"23"	"1290"	"090"	"MIDDLESEX "	"EDISON TOWNSHIP"	"JAMES MADISON INTER      "	"GH"	1355.00	1246.80	92.01	82.71	9.30
"23"	"1290"	"093"	"MIDDLESEX "	"EDISON TOWNSHIP"	"JAMES MONROE             "	"GH"	549.00	446.07	81.25	82.71	-1.45
"23"	"1290"	"095"	"MIDDLESEX "	"EDISON TOWNSHIP"	"JOHN MARSHALL            "	"GH"	667.00	568.87	85.28	82.71	2.57
"23"	"1290"	"100"	"MIDDLESEX "	"EDISON TOWNSHIP"	"LINCOLN                  "	"GH"	829.00	687.12	82.88	82.71	0.17
"23"	"1290"	"103"	"MIDDLESEX "	"EDISON TOWNSHIP"	"LINDENEAU                "	"GH"	606.00	442.01	72.93	82.71	-9.77
"23"	"1290"	"104"	"MIDDLESEX "	"EDISON TOWNSHIP"	"MARTIN LUTHER KING       "	"GH"	729.00	656.94	90.11	82.71	7.40
"23"	"1290"	"105"	"MIDDLESEX "	"EDISON TOWNSHIP"	"MENLO PARK               "	"GH"	962.00	844.84	87.82	82.71	5.10
"23"	"1290"	"150"	"MIDDLESEX "	"EDISON TOWNSHIP"	"WASHINGTON               "	"GH"	549.00	438.90	79.94	82.71	-2.76
"23"	"1290"	"160"	"MIDDLESEX "	"EDISON TOWNSHIP"	"WOODBROOK                "	"GH"	1072.00	984.05	91.79	82.71	9.08
"23"	"2150"	"   "	"MIDDLESEX "	"HIGHLAND PARK"	""	"GH"	1647.00	1281.90	77.83	82.71	-4.87
"23"	"2150"	"050"	"MIDDLESEX "	"HIGHLAND PARK"	"HIGHLAND PARK HIGH SCHOOL"	"GH"	241.00	193.07	80.11	82.71	-2.59
"23"	"2150"	"060"	"MIDDLESEX "	"HIGHLAND PARK"	"HIGHLAND PARK MIDDLE"	"GH"	663.00	510.93	77.06	82.71	-5.64
"23"	"2150"	"085"	"MIDDLESEX "	"HIGHLAND PARK"	"BARTLE SCHOOL            "	"GH"	743.00	577.89	77.77	82.71	-4.93
"23"	"2370"	"   "	"MIDDLESEX "	"JAMESBURG BORO"	""	"DE"	786.00	534.84	68.04	75.81	-7.76
"23"	"2370"	"075"	"MIDDLESEX "	"JAMESBURG BORO"	"GRACE M BRECKWEDEL       "	"DE"	384.00	252.88	65.85	75.81	-9.95
"23"	"2370"	"080"	"MIDDLESEX "	"JAMESBURG BORO"	"JOHN F. KENNEDY          "	"DE"	402.00	281.96	70.13	75.81	-5.67
"23"	"3120"	"   "	"MIDDLESEX "	"METUCHEN"	""	"I "	2492.00	2104.36	84.44	87.55	-3.10
"23"	"3120"	"050"	"MIDDLESEX "	"METUCHEN"	"METUCHEN H.S."	"I "	304.00	278.00	91.45	87.55	3.89
"23"	"3120"	"060"	"MIDDLESEX "	"METUCHEN"	"CAMPBELL E.S. "	"I "	855.00	725.88	84.89	87.55	-2.65
"23"	"3120"	"070"	"MIDDLESEX "	"METUCHEN"	"EDGAR                    "	"I "	1333.00	1100.47	82.55	87.55	-4.99
"23"	"3140"	"   "	"MIDDLESEX "	"MIDDLESEX BOROUGH"	""	"FG"	2389.00	1953.82	81.78	78.80	2.98
"23"	"3140"	"050"	"MIDDLESEX "	"MIDDLESEX BOROUGH"	"MIDDLESEX H.S."	"FG"	324.00	303.91	93.80	78.80	14.99
"23"	"3140"	"065"	"MIDDLESEX "	"MIDDLESEX BOROUGH"	"HAZELWOOD E.S. "	"FG"	82.00	70.97	86.55	78.80	7.74
"23"	"3140"	"070"	"MIDDLESEX "	"MIDDLESEX BOROUGH"	"PARKER E.S. "	"FG"	96.00	68.04	70.88	78.80	-7.92
"23"	"3140"	"085"	"MIDDLESEX "	"MIDDLESEX BOROUGH"	"VON E MAUGER MIDDLE      "	"FG"	1745.00	1389.00	79.59	78.80	0.79
"23"	"3140"	"090"	"MIDDLESEX "	"MIDDLESEX BOROUGH"	"WATCHUNG E.S. "	"FG"	142.00	121.97	85.90	78.80	7.09
"23"	"3150"	"   "	"MIDDLESEX "	"MIDDLESEX COUNTY VOC"	""	"V "	712.00	562.12	78.95	87.99	-9.04
"23"	"3150"	"010"	"MIDDLESEX "	"MIDDLESEX COUNTY VOC"	"MDLSX CO ACADEMY"	"V "	74.00	74.00	100.00	87.99	12.00
"23"	"3150"	"040"	"MIDDLESEX "	"MIDDLESEX COUNTY VOC"	"MDLSX CO VOC- E BRUNSWICK"	"V "	164.00	144.07	87.85	87.99	-0.14
"23"	"3150"	"060"	"MIDDLESEX "	"MIDDLESEX COUNTY VOC"	"MDLSX CO VOC- PERTH AMBOY"	"V "	136.00	102.00	75.00	87.99	-12.99
"23"	"3150"	"065"	"MIDDLESEX "	"MIDDLESEX COUNTY VOC"	"MDLSX CO VOC- PISCATAWAY"	"V "	106.00	71.02	67.00	87.99	-20.99
"23"	"3150"	"070"	"MIDDLESEX "	"MIDDLESEX COUNTY VOC"	"MDLSX CO VOC- WOODBRIDGE"	"V "	90.00	90.00	100.00	87.99	12.00
"23"	"3150"	"300"	"MIDDLESEX "	"MIDDLESEX COUNTY VOC"	"MDLSX CO VOC PISC SCH OF CAREER DEV"	"V "	49.00	18.99	38.77	87.99	-49.21
"23"	"3150"	"301"	"MIDDLESEX "	"MIDDLESEX COUNTY VOC"	"EB SCHOOL OF CAREER DEVELOPMENT"	"V "	93.00	62.03	66.70	87.99	-21.28
"23"	"3220"	"   "	"MIDDLESEX "	"MILLTOWN BORO"	""	"FG"	977.00	809.08	82.81	78.80	4.01
"23"	"3220"	"050"	"MIDDLESEX "	"MILLTOWN BORO"	"JOYCE KILMER             "	"FG"	639.00	511.94	80.11	78.80	1.31
"23"	"3220"	"060"	"MIDDLESEX "	"MILLTOWN BORO"	"PARKVIEW E.S. "	"FG"	338.00	297.13	87.90	78.80	9.10
"23"	"3290"	"   "	"MIDDLESEX "	"MONROE TOWNSHIP (MIDDLESEX)"	""	"FG"	7013.00	6043.49	86.17	78.80	7.37
"23"	"3290"	"005"	"MIDDLESEX "	"MONROE TOWNSHIP (MIDDLESEX)"	"MONROE TOWNSHIP H.S."	"FG"	885.00	802.72	90.70	78.80	11.90
"23"	"3290"	"020"	"MIDDLESEX "	"MONROE TOWNSHIP (MIDDLESEX)"	"MONROE TOWNSHIP MIDDLE SCHOOL     "	"FG"	2766.00	2308.54	83.46	78.80	4.65
"23"	"3290"	"030"	"MIDDLESEX "	"MONROE TOWNSHIP (MIDDLESEX)"	"WOODLAND                 "	"FG"	1223.00	1042.15	85.21	78.80	6.41
"23"	"3290"	"050"	"MIDDLESEX "	"MONROE TOWNSHIP (MIDDLESEX)"	"BROOKSIDE SCHOOL         "	"FG"	1226.00	1062.00	86.62	78.80	7.82
"23"	"3290"	"060"	"MIDDLESEX "	"MONROE TOWNSHIP (MIDDLESEX)"	"OAK TREE E.S."	"FG"	911.00	828.00	90.88	78.80	12.08
"23"	"3530"	"   "	"MIDDLESEX "	"NEW BRUNSWICK"	""	"A "	8102.00	3601.95	44.45	51.53	-7.07
"23"	"3530"	"050"	"MIDDLESEX "	"NEW BRUNSWICK"	"NEW BRUNSWICK H.S."	"A "	588.00	366.95	62.40	51.53	10.87
"23"	"3530"	"055"	"MIDDLESEX "	"NEW BRUNSWICK"	"NEW BRUNSWICK MIDDLE SCHOOL"	"A "	2442.00	746.85	30.58	51.53	-20.95
"23"	"3530"	"060"	"MIDDLESEX "	"NEW BRUNSWICK"	"A CHESTER REDSHAW        "	"A "	733.00	386.89	52.78	51.53	1.24
"23"	"3530"	"080"	"MIDDLESEX "	"NEW BRUNSWICK"	"LINCOLN                  "	"A "	568.00	199.95	35.20	51.53	-16.33
"23"	"3530"	"090"	"MIDDLESEX "	"NEW BRUNSWICK"	"LIVINGSTON               "	"A "	517.00	289.94	56.08	51.53	4.54
"23"	"3530"	"100"	"MIDDLESEX "	"NEW BRUNSWICK"	"LORD STIRLING            "	"A "	635.00	294.00	46.29	51.53	-5.23
"23"	"3530"	"110"	"MIDDLESEX "	"NEW BRUNSWICK"	"MCKINLEY COMM            "	"A "	805.00	354.95	44.09	51.53	-7.44
"23"	"3530"	"123"	"MIDDLESEX "	"NEW BRUNSWICK"	"PAUL ROBESON COMM        "	"A "	489.00	231.01	47.24	51.53	-4.29
"23"	"3530"	"125"	"MIDDLESEX "	"NEW BRUNSWICK"	"ROOSEVELT ELEM           "	"A "	783.00	396.08	50.58	51.53	-0.94
"23"	"3530"	"140"	"MIDDLESEX "	"NEW BRUNSWICK"	"WOODROW WILSON           "	"A "	542.00	336.96	62.16	51.53	10.63
"23"	"3620"	"   "	"MIDDLESEX "	"NORTH BRUNSWICK TOWNSHIP"	""	"FG"	6667.00	4963.50	74.44	78.80	-4.35
"23"	"3620"	"040"	"MIDDLESEX "	"NORTH BRUNSWICK TOWNSHIP"	"NORTH BRUNSWICK H.S."	"FG"	846.00	746.59	88.25	78.80	9.44
"23"	"3620"	"055"	"MIDDLESEX "	"NORTH BRUNSWICK TOWNSHIP"	"ARTHUR M. JUDD           "	"FG"	786.00	610.08	77.61	78.80	-1.18
"23"	"3620"	"060"	"MIDDLESEX "	"NORTH BRUNSWICK TOWNSHIP"	"JOHN ADAMS               "	"FG"	720.00	501.06	69.59	78.80	-9.21
"23"	"3620"	"065"	"MIDDLESEX "	"NORTH BRUNSWICK TOWNSHIP"	"LINWOOD MIDDLE           "	"FG"	2677.00	1917.13	71.61	78.80	-7.18
"23"	"3620"	"070"	"MIDDLESEX "	"NORTH BRUNSWICK TOWNSHIP"	"LIVINGSTON PARK          "	"FG"	863.00	668.98	77.51	78.80	-1.28
"23"	"3620"	"090"	"MIDDLESEX "	"NORTH BRUNSWICK TOWNSHIP"	"PARSONS                  "	"FG"	767.00	519.17	67.68	78.80	-11.11
"23"	"3845"	"   "	"MIDDLESEX "	"OLD BRIDGE TOWNSHIP"	""	"FG"	10790.00	8627.55	79.95	78.80	1.15
"23"	"3845"	"040"	"MIDDLESEX "	"OLD BRIDGE TOWNSHIP"	"OLD BRIDGE HIGH SCHOOL"	"FG"	1554.00	1368.29	88.05	78.80	9.24
"23"	"3845"	"082"	"MIDDLESEX "	"OLD BRIDGE TOWNSHIP"	"ALAN B SHEPARD           "	"FG"	314.00	254.05	80.90	78.80	2.10
"23"	"3845"	"103"	"MIDDLESEX "	"OLD BRIDGE TOWNSHIP"	"CARL SANDBURG MIDDLE     "	"FG"	2320.00	1736.96	74.86	78.80	-3.93
"23"	"3845"	"105"	"MIDDLESEX "	"OLD BRIDGE TOWNSHIP"	"CHEESEQUAKE              "	"FG"	361.00	311.05	86.16	78.80	7.36
"23"	"3845"	"108"	"MIDDLESEX "	"OLD BRIDGE TOWNSHIP"	"JAMES MC DIVITT ELEM     "	"FG"	567.00	466.96	82.35	78.80	3.55
"23"	"3845"	"110"	"MIDDLESEX "	"OLD BRIDGE TOWNSHIP"	"JONAS SALK MIDDLE        "	"FG"	2083.00	1607.57	77.17	78.80	-1.62
"23"	"3845"	"113"	"MIDDLESEX "	"OLD BRIDGE TOWNSHIP"	"LEROY GORDON COOPER      "	"FG"	300.00	234.06	78.02	78.80	-0.77
"23"	"3845"	"120"	"MIDDLESEX "	"OLD BRIDGE TOWNSHIP"	"MADISON PARK             "	"FG"	407.00	298.93	73.44	78.80	-5.35
"23"	"3845"	"130"	"MIDDLESEX "	"OLD BRIDGE TOWNSHIP"	"MEMORIAL                 "	"FG"	538.00	432.27	80.34	78.80	1.54
"23"	"3845"	"133"	"MIDDLESEX "	"OLD BRIDGE TOWNSHIP"	"M SCOTT CARPENTER        "	"FG"	327.00	261.96	80.11	78.80	1.31
"23"	"3845"	"140"	"MIDDLESEX "	"OLD BRIDGE TOWNSHIP"	"RAYMOND E VOORHEES       "	"FG"	526.00	433.06	82.33	78.80	3.52
"23"	"3845"	"150"	"MIDDLESEX "	"OLD BRIDGE TOWNSHIP"	"SOUTHWOOD                "	"FG"	343.00	263.05	76.69	78.80	-2.10
"23"	"3845"	"163"	"MIDDLESEX "	"OLD BRIDGE TOWNSHIP"	"VIRGIL GRISSOM           "	"FG"	315.00	248.07	78.75	78.80	-0.04
"23"	"3845"	"165"	"MIDDLESEX "	"OLD BRIDGE TOWNSHIP"	"WALTER SCHIRRA           "	"FG"	441.00	388.94	88.19	78.80	9.39
"23"	"3845"	"170"	"MIDDLESEX "	"OLD BRIDGE TOWNSHIP"	"WILLIAM A MILLER         "	"FG"	386.00	320.05	82.91	78.80	4.11
"23"	"4090"	"   "	"MIDDLESEX "	"PERTH AMBOY"	""	"A "	10183.00	5319.09	52.23	51.53	0.69
"23"	"4090"	"050"	"MIDDLESEX "	"PERTH AMBOY"	"PERTH AMBOY H.S."	"A "	1072.00	698.28	65.13	51.53	13.60
"23"	"4090"	"065"	"MIDDLESEX "	"PERTH AMBOY"	"EDWARD J. PATTEN E.S. "	"A "	698.00	434.81	62.29	51.53	10.75
"23"	"4090"	"070"	"MIDDLESEX "	"PERTH AMBOY"	"ANTHONY V. CERES E.S. "	"A "	625.00	396.00	63.36	51.53	11.82
"23"	"4090"	"130"	"MIDDLESEX "	"PERTH AMBOY"	"H. RICHARDSON SCHOOL "	"A "	471.00	291.17	61.82	51.53	10.28
"23"	"4090"	"140"	"MIDDLESEX "	"PERTH AMBOY"	"MC GINNIS MIDDLE SCHOOL  "	"A "	2691.00	1091.04	40.54	51.53	-10.99
"23"	"4090"	"145"	"MIDDLESEX "	"PERTH AMBOY"	"JAMES J. FLYNN E.S. "	"A "	798.00	480.02	60.15	51.53	8.61
"23"	"4090"	"150"	"MIDDLESEX "	"PERTH AMBOY"	"SAMUEL E SHULL MIDDLE    "	"A "	2919.00	1377.42	47.18	51.53	-4.34
"23"	"4090"	"200"	"MIDDLESEX "	"PERTH AMBOY"	"ROBERT N. WILENTZ E.S. "	"A "	905.00	546.91	60.43	51.53	8.89
"23"	"4130"	"   "	"MIDDLESEX "	"PISCATAWAY BOARD OF EDUCA"	""	"GH"	8141.00	6403.51	78.65	82.71	-4.05
"23"	"4130"	"050"	"MIDDLESEX "	"PISCATAWAY BOARD OF EDUCA"	"PISCATAWAY TOWNSHIP H.S."	"GH"	1066.00	956.80	89.75	82.71	7.04
"23"	"4130"	"053"	"MIDDLESEX "	"PISCATAWAY BOARD OF EDUCA"	"CONACKAMACK MIDDLE       "	"GH"	872.00	676.79	77.61	82.71	-5.09
"23"	"4130"	"055"	"MIDDLESEX "	"PISCATAWAY BOARD OF EDUCA"	"QUIBBLETOWN MIDDLE       "	"GH"	1155.00	821.11	71.09	82.71	-11.61
"23"	"4130"	"057"	"MIDDLESEX "	"PISCATAWAY BOARD OF EDUCA"	"THEODORE SCHOR MIDDLE    "	"GH"	1194.00	841.14	70.44	82.71	-12.26
"23"	"4130"	"060"	"MIDDLESEX "	"PISCATAWAY BOARD OF EDUCA"	"ARBOR                    "	"GH"	1389.00	1101.87	79.32	82.71	-3.38
"23"	"4130"	"065"	"MIDDLESEX "	"PISCATAWAY BOARD OF EDUCA"	"DWIGHT D. EISENHOWER E.S. "	"GH"	290.00	248.94	85.84	82.71	3.12
"23"	"4130"	"080"	"MIDDLESEX "	"PISCATAWAY BOARD OF EDUCA"	"GRANDVIEW E.S. "	"GH"	312.00	224.01	71.80	82.71	-10.91
"23"	"4130"	"100"	"MIDDLESEX "	"PISCATAWAY BOARD OF EDUCA"	"KNOLLWOOD E.S. "	"GH"	254.00	194.04	76.39	82.71	-6.31
"23"	"4130"	"105"	"MIDDLESEX "	"PISCATAWAY BOARD OF EDUCA"	"MARTIN LUTHER KING       "	"GH"	1353.00	1127.70	83.34	82.71	0.63
"23"	"4130"	"120"	"MIDDLESEX "	"PISCATAWAY BOARD OF EDUCA"	"RANDOLPHVILLE E.S. "	"GH"	256.00	210.04	82.05	82.71	-0.66
"23"	"4660"	"   "	"MIDDLESEX "	"SAYREVILLE"	""	"DE"	6710.00	5196.86	77.44	75.81	1.63
"23"	"4660"	"050"	"MIDDLESEX "	"SAYREVILLE"	"WAR MEMORIAL HIGH SCHOOL"	"DE"	886.00	773.16	87.26	75.81	11.44
"23"	"4660"	"055"	"MIDDLESEX "	"SAYREVILLE"	"SAYREVILLE MIDDLE        "	"DE"	2625.00	1907.49	72.66	75.81	-3.14
"23"	"4660"	"060"	"MIDDLESEX "	"SAYREVILLE"	"ARLETH E.S. "	"DE"	238.00	193.85	81.45	75.81	5.63
"23"	"4660"	"070"	"MIDDLESEX "	"SAYREVILLE"	"DWIGHT D. EISENHOWER E.S. "	"DE"	268.00	213.06	79.50	75.81	3.68
"23"	"4660"	"075"	"MIDDLESEX "	"SAYREVILLE"	"HARRY S. TRUMAN E.S. "	"DE"	230.00	192.08	83.51	75.81	7.70
"23"	"4660"	"085"	"MIDDLESEX "	"SAYREVILLE"	"SAMSEL UPPER ELEM"	"DE"	2290.00	1764.09	77.03	75.81	1.21
"23"	"4660"	"120"	"MIDDLESEX "	"SAYREVILLE"	"WILSON E.S. "	"DE"	171.00	152.89	89.41	75.81	13.59
"23"	"4830"	"   "	"MIDDLESEX "	"SOUTH AMBOY"	""	"CD"	1260.00	903.81	71.73	68.63	3.09
"23"	"4830"	"030"	"MIDDLESEX "	"SOUTH AMBOY"	"SOUTH AMBOY HIGH         "	"CD"	377.00	186.85	49.56	68.63	-19.07
"23"	"4830"	"030"	"MIDDLESEX "	"SOUTH AMBOY"	"SOUTH AMBOY HIGH SCHOOL"	"CD"	166.00	141.01	84.95	68.63	16.31
"23"	"4830"	"060"	"MIDDLESEX "	"SOUTH AMBOY"	"SOUTH AMBOY ELEMENTARY   "	"CD"	717.00	575.93	80.32	68.63	11.68
"23"	"4860"	"   "	"MIDDLESEX "	"SOUTH BRUNSWICK TOWNSHIP"	""	"I "	10348.00	8843.92	85.46	87.55	-2.08
"23"	"4860"	"050"	"MIDDLESEX "	"SOUTH BRUNSWICK TOWNSHIP"	"SOUTH BRUNSWICK H.S."	"I "	1334.00	1225.37	91.85	87.55	4.30
"23"	"4860"	"055"	"MIDDLESEX "	"SOUTH BRUNSWICK TOWNSHIP"	"BRUNSWICK ACRES          "	"I "	588.00	460.05	78.23	87.55	-9.31
"23"	"4860"	"060"	"MIDDLESEX "	"SOUTH BRUNSWICK TOWNSHIP"	"CAMBRIDGE                "	"I "	637.00	553.04	86.82	87.55	-0.73
"23"	"4860"	"070"	"MIDDLESEX "	"SOUTH BRUNSWICK TOWNSHIP"	"CONSTABLE                "	"I "	616.00	526.93	85.54	87.55	-2.01
"23"	"4860"	"075"	"MIDDLESEX "	"SOUTH BRUNSWICK TOWNSHIP"	"CROSSROADS SOUTH         "	"I "	2236.00	1872.00	83.72	87.55	-3.83
"23"	"4860"	"085"	"MIDDLESEX "	"SOUTH BRUNSWICK TOWNSHIP"	"BROOKS CROSSING ELEM SCH "	"I "	1003.00	849.02	84.64	87.55	-2.90
"23"	"4860"	"095"	"MIDDLESEX "	"SOUTH BRUNSWICK TOWNSHIP"	"GREENBROOK ELEM SCHOOL   "	"I "	539.00	449.04	83.31	87.55	-4.24
"23"	"4860"	"100"	"MIDDLESEX "	"SOUTH BRUNSWICK TOWNSHIP"	"INDIAN FIELDS ELEM SCH   "	"I "	765.00	618.00	80.78	87.55	-6.76
"23"	"4860"	"110"	"MIDDLESEX "	"SOUTH BRUNSWICK TOWNSHIP"	"MONMOUTH JUNCTION        "	"I "	460.00	413.03	89.78	87.55	2.23
